업종명,기업체명,소재지,주생산품,전화번호
자동차 및 트레일러,주식회사 성진신소재,충청남도 천안시 동남구 성남면 대흥1길 256,자동차 UNDER COVER,041-564-1253
1차금속,주식회사 성진이엔지,충청남도 천안시 서북구 성환읍 와우2길 148-1,"가스관(강관) , 금속제 배수관",041-555-3847
자동차 및 트레일러,주식회사 세라,충청남도 천안시 서북구 직산읍 상덕로 274 외 1필지,자동차 링케이지 시스템부품/썬루프 부품(각종 사프트 및 조인트 볼류),041-521-5852
비금속광물제,주식회사 세라텍,충청남도 천안시 서북구 입장면 연곡길 619,"먼지커버용 플라스틱사출품 , 단열보드(연구용 시제품)",041-558-0238
전기장비,주식회사 세원이엔지,충청남도 천안시 동남구 풍세면 풍세산단로 226-8,control box,
전기장비,주식회사 세이프존,"충청남도 천안시 서북구 직산읍 부송1길 62, 1동 1호 ((주)서풍)",발광형 LED신호조명 조립외,041-581-0963
기타기계 및 장비,주식회사 세인이엔티,충청남도 천안시 동남구 태학산로 141 -16(풍세면),대기환경설비,041-579-5573
섬유제품,주식회사 세한,충청남도 천안시 동남구 성남면 신사대화로 103,약포장지롤,041-553-7939
"펄프,종이 및 종이제품",주식회사 세한,충청남도 천안시 동남구 성남면 대흥1길 173-40,"약포장지(셀로판), 약포장지(PET)",041-555-3640
기타기계 및 장비,주식회사 센추리산업,충청남도 천안시 서북구 직산읍 남산2길 95,"항온항습기,냉난방기 외",041-587-9809
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 셀릭,충청남도 천안시 서북구 직산읍 4산단3로 15 OCI스페셜티,"단결정 실리콘 잉곳, 사파이어 잉곳, Sic 잉곳",041-582-1765
금속가공제품(기계 및 가구제외),주식회사 셀마,"충청남도 천안시 서북구 천안대로 1223-24, 415, 416, 417호(공주대학교 산학협력관) (부대동)","방진마운트,댐퍼,방진패드",041-414-4400
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 솔디아,충청남도 천안시 서북구 백석공단1로 10 (백석동) M동 3층 35호,"컴퓨터서버,영상감시장치,차량번호판독기,영상정보디스플레이장치",041-909-8661
전기장비,주식회사 솔란드,충청남도 천안시 동남구 수신면 5산단로 56,박막 태양광 모듈,
"의료, 정밀, 광학기기 및 시계",주식회사 솔루레이,"충청남도 천안시 서북구 입장면 연곡길 443, 파동 4층 (입장면)",식품이물검사장비,041-589-6410
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 스마트정보,충청남도 천안시 동남구 청수14로 96 (청당동) 백석문화센터 701호,"컨트롤러, 앰프, 비디오스위쳐",041-592-3373
섬유제품,주식회사 스페이스프라자,충청남도 천안시 동남구 수신면 장산리 323-4,덴탈 마스크,041-575-8797
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 스페커,충청남도 천안시 서북구 백석공단4길 12 (백석동),전자부품용 양면테이프 및 라벨/ 마스크,070-5089-5124
식료품,주식회사 신미씨앤에프,충청남도 천안시 서북구 2공단1로 163 (차암동),"유부,두부",041-583-8381
식료품,주식회사 신세계푸드 천안공장,충청남도 천안시 서북구 2공단3로 101 (업성동),"페스트리류, 생과자류, 냉각방류, 케익류",041-629-9150
화학물질 및 화학제품:의약품제외,주식회사 씨앤에스아그로,충청남도 천안시 동남구 수신면 세성로 222-5,"작물영양제, 토량개량제",
화학물질 및 화학제품:의약품제외,주식회사 씨엠디엘,충청남도 천안시 동남구 성남면 5산단2로 107,기초화합물,041-563-5400
기타기계 및 장비,주식회사 아론테크,"충청남도 천안시 서북구 직산읍 4산단4로 60, 씨동",반도체 장비 부품,041-415-1800
기타기계 및 장비,주식회사 아림공조,충청남도 천안시 서북구 직산읍 신갈1길 71-5,"산업용냉동기, 열교환기, 공조기",041-521-5852
기타기계 및 장비,주식회사 아이디알,충청남도 천안시 동남구 수신면 신풍리 130-2 외 2필지,"붕붕이 이지프로, 회오리분무기",041-556-1368
고무제품 및 플라스틱제품,주식회사 아이디어온,충청남도 천안시 동남구 청수14로 96 (청당동) 703호(백석문화대학교 백석문화센터),전구교체기,041-568-8885
전기장비,주식회사 아이엘사이언스,충청남도 천안시 동남구 수신면 장산동길 32 외 2필지,"방등렌즈(실리콘), 모듈렌즈(A-TYPE),가로등주",031-757-5100
전기장비,주식회사 아이팔,"충청남도 천안시 서북구 직산읍 금곡로 115-19, 1동",태양광발전장치,041-583-4056
금속가공제품(기계 및 가구제외),주식회사 아주,충청남도 천안시 동남구 풍세면 태학산로 141-20,"철구조물(H-빔), 철구조물도장",041-554-4566
고무제품 및 플라스틱제품,주식회사 아키윈 천안지점,충청남도 천안시 동남구 동면 동산광덕길 30,플라스틱 창호,
"의료, 정밀, 광학기기 및 시계",주식회사 애드에이블,"충청남도 천안시 서북구 천안대로 1223-24, 314호(부대동, 공주대학교천안공과대학)",호흡훈련기,041-587-5030
식료품,주식회사 양원농장농업회사법인,충청남도 천안시 동남구 풍세면 금호1길 132,"가시오가피즙,여주즙",
식료품,주식회사 어업회사법인 주안,충청남도 천안시 동남구 풍세면 용정리 448-29 외 2필지,"수산물가공품, 활어류가공품, 포장육, 야채류가공품, 초장및초대리",
"의복,의복액세서리 및 모피제품",주식회사 에르핏,"충청남도 천안시 동남구 유량로 168, 2층 202호, 3층 301호 (유량동)","기능성속옷,요실금팬티",041-561-6544
고무제품 및 플라스틱제품,주식회사 에스아이티,충청남도 천안시 동남구 병천면 매봉로 525,"포장용기, 파렛트, 트레이",041-564-6800
고무제품 및 플라스틱제품,주식회사 에스아이판,충청남도 천안시 서북구 성환읍 왕지4길 66-80,층간소음저감재,
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 에스아이피,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 A동 1012호 (백석동)",스마트센서 등,041-906-5431
금속가공제품(기계 및 가구제외),주식회사 에스알에너지,충청남도 천안시 서북구 성거읍 모전3길 2,"태양광지지대,태양광발전세트,무선통신장비(RTU)",041-574-5700
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 에스에프에이반도체,충청남도 천안시 서북구 백석공단7로 16 (백석동),반도체I.C,041-520-7432
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 에스에프에이반도체,충청남도 천안시 서북구 2공단7길 30 (차암동),"Bumped wafer, TEST 등",041-520-8386
기타기계 및 장비,주식회사 에스엔피,충청남도 천안시 서북구 성환읍 율금9길 124,반도체 제조장비(조립용 기기),
전기장비,주식회사 에스티케이,충청남도 천안시 서북구 2공단3로 59 (업성동),"디스플레이,자동화장비,이차전지",070-4023-1990
금속가공제품(기계 및 가구제외),주식회사 에스피산업,충청남도 천안시 동남구 풍세면 미죽1길 38,소방용분기배관,041-414-9119
기타기계 및 장비,주식회사 에스피에스글로벌,충청남도 천안시 서북구 입장면 용정리 343-7,자동화설비,
비금속광물제,주식회사 에이스패널,충청남도 천안시 서북구 성환읍 왕지4길 66-78,기포콘크리트 블럭,
기타기계 및 장비,주식회사 에이치씨씨,충청남도 천안시 서북구 율금9길 116 (율금리),반도체제조기계,041-587-7787
금속가공제품(기계 및 가구제외),주식회사 에이치에스엠,충청남도 천안시 동남구 성남면 성남로 343-18 (총 2 필지) 외 1필지,"전동카트, 멀티카, 트랙터, 스노우브러워",041-555-9234
고무제품 및 플라스틱제품,주식회사 에이치에스하우징,충청남도 천안시 동남구 동면 화복로 91,플라스틱창호,
인쇄 및 기록매체복제업,주식회사 에이치제이테크,충청남도 천안시 서북구 성환읍 율금1길 267-3,기능성PE필름,041-558-1968
기타기계 및 장비,주식회사 에이티이,충청남도 천안시 서북구 입장면 용정리 343-6 외 1필지,자동차용 와이어하네스,
섬유제품,주식회사 에이티코리아,충청남도 천안시 서북구 성환읍 신방로 318-37,마스크,
식료품,주식회사 에치와이,"충청남도 천안시 서북구 2공단5로 35 (차암동, (주)한국야쿠르트)","윌,쿠퍼스,MPRO3 ",041-621-0050
고무제품 및 플라스틱제품,주식회사 에코빌휴,충청남도 천안시 동남구 목천읍 성남로 111-32,조립식욕조,041-415-0508
"코크스, 연탄 및 석유정제품",주식회사 에펠유화,충청남도 천안시 동남구 수신면 발산리 578 외 2필지,절삭유,
금속가공제품(기계 및 가구제외),주식회사 엔에스피,충청남도 천안시 서북구 성거읍 문덕리 217-16,반도체 부품,
기타기계 및 장비,주식회사 엔터텍,충청남도 천안시 서북구 직산읍 율금1길 27 ,"반도체 제조 장비, 자동 전기 판넬",
금속가공제품(기계 및 가구제외),주식회사 엘림,"충청남도 천안시 서북구 직산읍 4산단5길 25-12, C동 108호",반도체장비 부품,041-542-9236
고무제품 및 플라스틱제품,주식회사 엘림산업,충청남도 천안시 서북구 성환읍 와룡리 152-2," 액자,몰딩제조,반도체(LCD)제조장비",041-585-5551
기타기계 및 장비,주식회사 엠티에스,충청남도 천안시 서북구 직산읍 직산로 136 (재)충남테크노파크천안밸리 번영관 3302호,"반도체, LCD장치",041-544-1064
식료품,주식회사 엠피케이그룹,충청남도 천안시 서북구 입장면 기로리 117,"머핀류, 쿠키류, 케익류",02-590-9565
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",주식회사 연이비앤티,충청남도 천안시 서북구 직산읍 4산단6길 77,"LCD,LED PBA,PDD,LOGIC,BUFFER",041-620-1500
고무제품 및 플라스틱제품,주식회사 연희,충청남도 천안시 동남구 풍세면 용정리 980번지 외 2필지,플라스틱 화장품 용기 등,041-566-4091
전기장비,주식회사 예인이엔지,충청남도 천안시 서북구 직산읍 4산단7로 44-13,교통신호 제어기,041-577-7434
전기장비,주식회사 오름,충청남도 천안시 서북구 직산읍 성진로 184 (직산읍),"LED전광판 및 경관조명, 옥외광고업",041-521-5852
고무제품 및 플라스틱제품,주식회사 오성알앤에이,충청남도 천안시 동남구 성남면 대흥리 481-43 외 2필지,자동차 고무부품등,
기타기계 및 장비,주식회사 오엔,충청남도 천안시 서북구 직산읍 4산단4로 52,반도체 장비 부품,041-585-6763
전기장비,주식회사 우성전기,충청남도 천안시 서북구 백석공단3길 42 (백석동),금속 구조물,041-621-9298
금속가공제품(기계 및 가구제외),주식회사 우주공업사,충청남도 천안시 서북구 입장면 유리 360 외 1필지,도장품(엘리베이터 부품),031-534-0164
금속가공제품(기계 및 가구제외),주식회사 우진산업,충청남도 천안시 서북구 입장면 방미길 20-5 외 1필지,"수문,권양기,하수처리장치구성품,농업용기계",041-581-5400
기타기계 및 장비,주식회사 우진씨엔에이,충청남도 천안시 서북구 수레터1길 15 (차암동),"리본믹서,스크류 콘에어, 스트락쳐, 호퍼",041-565-3060
금속가공제품(기계 및 가구제외),주식회사 원호오앤티,충청남도 천안시 동남구 성남면 신사대화로 231-9,태양광 발전장치,041-558-7767
기타기계 및 장비,주식회사 웰스코리아,충청남도 천안시 서북구 직산읍 4산단7로 164,반도체검사용장비부품(진공챔버),041-556-0363
기타기계 및 장비,주식회사 유성이앤지,"충청남도 천안시 서북구 직산읍 직산로 136, 정보영상관 317호","타각기, 레이저마킹기 등",070-5165-0505
전기장비,주식회사 유씨에스,"충청남도 천안시 서북구 백석공단1로 10, M동 B103호, B104호(백석동, 천안 미래에이스하이테크시티)",U-Socket,041-906-5047
전기장비,주식회사 유진테크놀로지,충청남도 천안시 서북구 업성1길 98 (업성동),배전반 설계,041-621-4590
